,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
266,climate,change,vulnerability,conflict,unit,village,town,island,work,relation,class,gender,ethnicity,religion,vulnerability,adaptation,practice,region,datum,environment,model,adaptation,village,agriculture,crisis,household,survey,member,climate,change,life,asset,developer,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,climate,crisis,resource,activist,theory,post,growth,transformation,climate,crisis,theory,movement,activist,thinker,postgrowth,theory,justice,movement,work,justice,activist,post,growth,anthropology,movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,climate,crisis,resource,activist,theory,post,growth,transformation,climate,crisis,theory,movement,activist,thinker,postgrowth,theory,justice,movement,work,justice,activist,post,growth,anthropology,movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,climate,change,threat,biodiversity,forecast,community,heat,metric,forecast,group,waste,time,heat,animal,heat,mortality,accuracy,resolution,temperature,mortality,specie,interplay,heat,wave,plasticity,proof,model,organism,specie,invertebrate,fish,model,organism,ecosystem,prediction,population,resilience,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,concept,city,community,movement,neighbourhood,structure,time,resource,climate,pandemic,exclusion,concept,neighbourhood,design,home,concept,nature,client,design,design,city,city,concept,application,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,nexus,region,climate,change,migration,gender,vulnerability,trade,socio,scenario,risk,assessment,region,scenario,scenario,network,socio,nexus,governance,region,citizen,science,science,diplomacy,conflict,scenario,resource,nexus,socio,risk,policy,datum,socio,risk,region,socio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,nexus,region,climate,change,migration,gender,vulnerability,trade,socio,scenario,risk,assessment,region,scenario,scenario,network,socio,nexus,governance,region,citizen,science,science,diplomacy,conflict,scenario,resource,nexus,socio,risk,policy,datum,socio,risk,region,socio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,climate,change,vulnerability,conflict,unit,village,island,work,relation,class,gender,ethnicity,religion,vulnerability,adaptation,practice,region,datum,hierarchy,model,adaptation,village,agriculture,crisis,household,survey,member,climate,change,life,asset,developer,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,disaster,region,vulnerability,climate,change,community,community,growth,policy,justice,movement,action,learning,policy,production,diversity,network,datum,transfer,justice,skill,leadership,communication,policy,governance,vision,researcher,policy,activity,communication,activity,target,group,achievement,network,learning,climate,justice,network,policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,air,pollution,risk,health,death,driver,air,pollution,fossil,combustion,gas,emission,implementation,mitigation,health,air,pollution,health,ambient,air,pollution,region,level,population,group,household,air,pollution,scenario,population,health,ambient,household,air,pollution,population,group,air,pollution,scenario,level,health,air,pollution,group,scenario,implementation,scenario,narrative,policy,air,pollution,control,policy,assessment,model,air,institution,,,,,,,,,,,,,,,,,,,,
276,care,care,climate,crisis,border,border,area,care,care,policy,health,care,crisis,climate,crisis,forest,fire,temperature,border,area,population,care,border,area,climate,crisis,care,relation,health,system,community,climate,crisis,event,forest,fire,temperature,care,climate,crisis,event,care,self,care,relationship,care,actor,environment,design,care,anthropology,relationship,care,climate,crisis,village,border,,,,,,,,,,,,,,,,,,,,,
277,city,transformation,climate,change,urbanisation,nature,city,concept,nature,sustainability,landscape,population,stream,nature,water,hazard,biodiversity,health,wellbeing,population,stream,ecosystem,service,nature,climate,ecosystem,health,wellbeing,population,stream,ecosystem,service,stream,ecosystem,service,health,wellbeing,ecosystem,service,stream,stream,information,governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,climate,ontology,climate,science,value,component,target,group,system,church,practice,climate,change,mitigation,dissonance,climate,ontology,climate,change,education,group,pandemic,model,church,dissonance,science,group,church,model,value,woman,structure,measure,practice,climate,change,mitigation,church,difference,health,church,difference,health,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,cycle,topography,mountain,landscape,climate,landscape,transition,sediment,topography,control,incision,river,sediment,incision,inhibit,incision,river,sediment,inhibit,incision,landscape,change,landscape,evolution,time,time,mountain,deglaciation,landscape,evolution,model,sediment,incision,landscape,model,incision,sediment,supply,sediment,landscape,evolution,model,time,dataset,region,work,incision,history,ecosystem,management,hazard,assessment,latitude,mountain,latitude,mountain,climate,change,deglaciation,,,,,,,,,,,,,,,,,,,
280,problem,climate,change,pandemic,city,encounter,problem,community,coproduction,environment,application,community,practice,influence,coproduction,environment,equality,socio,practice,concept,application,environment,coproduction,actor,organization,implementation,governance,city,coproduction,mechanism,coproduction,transformation,model,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,problem,climate,change,pandemic,city,encounter,problem,community,coproduction,environment,application,community,practice,influence,coproduction,environment,equality,socio,practice,concept,application,environment,coproduction,actor,organization,implementation,governance,city,coproduction,mechanism,coproduction,transformation,model,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,load,fragility,wind,earthquake,load,ocean,temperature,ocean,acidification,climate,change,owt,load,hand,area,earthquake,owt,estimation,hazard,risk,state,art,practice,performance,earthquake,fragility,risk,hazard,earthquake,climate,change,risk,resilience,metric,model,time,wind,wave,hazard,model,fragility,estimation,risk,metric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,age,control,evolution,archaeology,adaptation,environment,innovation,resolution,evolution,climate,change,dating,resolution,age,model,locality,climate,change,evolution,hominin,sediment,locality,control,region,dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,carbon,emission,climate,change,firm,corporation,pathway,philosophy,science,policy,carbon,firm,industry,supply,chain,actor,market,decision,governance,institution,preference,corporation,economy,infrastructure,institution,market,infrastructure,institution,share,instrument,governance,institution,risk,information,choice,preference,market,pathway,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,investment,energy,climate,change,investment,investment,survey,materiality,production,component,transition,energy,firm,survey,materiality,production,investor,materiality,accumulation,survey,work,materiality,production,logic,accumulation,video,researcher,energy,class,researcher,post,researcher,teaching,investment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,climate,change,model,ocean,climate,change,ecosystem,fish,invertebrate,feeding,activity,food,keystone,organism,disease,outbreak,mortality,heatwave,sponge,community,member,community,disease,outbreak,mechanism,necrosis,mortality,sponge,heatwave,sponge,disease,event,individual,individual,heatwave,change,community,member,mechanism,disease,mortality,heatwave,ecosystem,invertebrate,sponge,ecosystem,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,policy,action,city,region,port,activity,logistic,port,hinterland,aftermath,pandemic,relationship,port,activity,city,region,literature,port,port,city,port,city,flow,port,environment,port,city,region,city,region,network,identity,margin,climate,change,migration,digitalisation,pandemic,transport,sustainability,port,city,datum,flow,sea,hinterland,policy,transport,socio,science,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,stillbirth,child,death,death,age,mortality,life,datum,mortality,age,birth,innovation,age,fetus,child,vulnerability,home,stillbirth,death,death,day,mortality,girl,datum,time,gender,discrimination,mortality,mortality,age,climate,change,mortality,growth,mortality,vulnerability,child,age,disease,climate,change,policy,age,vulnerability,fetus,child,value,researcher,actor,trial,health,intervention,policy,,,,,,,,,,,,,,,,,,,,,,,,,
289,stillbirth,child,death,death,age,mortality,life,datum,mortality,age,birth,innovation,age,fetus,child,vulnerability,home,stillbirth,death,death,day,mortality,girl,datum,time,gender,discrimination,mortality,mortality,age,climate,change,mortality,growth,mortality,vulnerability,child,age,disease,climate,change,policy,age,vulnerability,fetus,child,value,researcher,actor,trial,health,intervention,policy,,,,,,,,,,,,,,,,,,,,,,,,,
290,carbon,water,cycle,climate,change,water,cycle,soil,drought,change,function,carbon,activity,water,carbon,water,carbon,sink,water,climate,system,carbon,water,socio,change,carbon,water,carbon,water,socio,change,socio,trade,carbon,water,datum,technology,retrieval,variation,carbon,water,socio,mechanism,causal,area,land,mitigation,action,sustainability,water,resource,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,luxury,state,climate,crisis,subsistence,luxury,subsistence,emission,luxury,emission,carbon,theory,emission,theory,luxury,emission,subsistence,emission,argument,carbon,argument,image,argument,corruption,argument,argument,objection,objection,objection,identification,carbon,argument,objection,grid,identification,ethic,policy,implementation,policy,carbon,risk,luxury,carbon,luxury,carbon,tax,trade,researcher,ethic,climate,policy,skill,generation,management,student,communication,climate,change,carbon,subsistence,argument,transition,policy,implementation,carbon,,,,,,,,,,,,,
292,migration,theory,agriculture,origin,masse,region,forest,agriculture,migration,forest,crop,oil,crop,migration,chicken,cattle,forest,crop,food,crop,landscape,farmer,pastoralist,interaction,adaptation,environment,crop,economy,area,subsistence,plant,sediment,migration,datum,datum,parameter,model,corridor,forest,reconstruction,food,producer,economy,modelling,pathway,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,cattle,frontier,century,transformation,production,economy,animal,landscape,concept,commodity,commodity,production,extraction,interplay,science,cattle,frontier,entrepreneur,interaction,pastoralist,cattle,economy,island,cattle,commodity,cattle,frontier,intervention,cattle,disease,management,pastoralist,cattle,trading,network,intervention,conflict,science,transformation,history,history,history,history,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,transformation,land,land,ownership,transformation,flow,land,soil,relation,policy,object,imaginary,soil,relation,transformation,land,science,relation,power,soil,relation,land,area,relation,investment,land,land,conservation,restoration,document,soil,relation,transformation,area,communication,activity,area,practice,land,land,ownership,land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,climate,migration,researcher,climate,change,environment,mobility,disaster,community,climate,change,disaster,weather,event,mobility,bias,practice,change,mobility,power,climate,change,mobility,decision,level,policy,disaster,risk,climate,change,adaptation,governance,onset,event,sea,level,rise,onset,event,mobility,action,fellow,climate,mobility,nexus,climate,change,adaptation,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,climate,migration,researcher,climate,change,environment,mobility,disaster,community,climate,change,disaster,weather,event,mobility,bias,practice,change,mobility,power,climate,change,mobility,decision,level,policy,disaster,risk,climate,change,adaptation,governance,onset,event,sea,level,rise,onset,event,mobility,action,fellow,climate,mobility,nexus,climate,change,adaptation,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,statehood,science,cooperation,century,growth,rise,power,science,environment,identity,city,network,scholarship,relationship,state,governance,statehood,interaction,science,format,communication,activity,implementation,teaching,material,self,heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,statehood,science,cooperation,century,growth,rise,power,science,environment,identity,city,network,scholarship,relationship,state,governance,statehood,interaction,science,format,communication,activity,implementation,teaching,material,self,heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,heritage,resilience,snij,island,climate,change,size,sea,level,rise,anthropology,heritage,island,system,action,island,climate,change,state,island,level,climate,snij,island,theory,socio,resilience,heritage,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,climate,change,animal,security,conservation,animal,conflict,area,nature,dimension,animal,interaction,transition,community,politic,mobility,identity,animal,body,borderland,century,animal,encounter,borderland,specie,practice,identity,control,borderland,multispecie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,climate,change,animal,security,conservation,animal,conflict,area,nature,dimension,animal,interaction,transition,community,politic,mobility,identity,animal,body,borderland,century,animal,encounter,borderland,specie,practice,identity,control,borderland,multispecie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,film,filmmaker,film,festival,crisis,filmmaking,community,area,transition,economy,filmmaking,abuse,crisis,film,action,mediation,crisis,film,imaginary,content,action,practice,practice,film,agency,action,voice,film,group,action,documentary,theory,transfer,skill,institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
